hospital,rating,review_text,datetime
Aster_Hospital_Mankhool,5.0,"Excellent experience at Aster Hospital – Mankhool.
I visited the Asteroid Clinic yesterday during an emergency, and Dr. Asma was incredibly supportive and attentive throughout the entire process. She made me feel safe and well cared for during a stressful moment. The staff was efficient, professional, and kind.
Great service — highly recommended.",2 weeks ago
Aster_Hospital_Mankhool,5.0,"A very good hospital with best staffs.I would like to thank Dr Aysha salam for her best treatment for me .and also apart from that when I was admitted, the 5th floor nurses were very caring always be there on time whenever we need any help.especially I want to thank one nurse sister arum I dnt knw her full name .really she was so helpful for me for each n everything I need..even we had a very good experience at aster hospital.everything was so neat and well organized..a Big thanks to God and all the amazing team",a week ago
Aster_Hospital_Mankhool,5.0,"The experience at Aster Mankhool was exceptional, with the staff, particularly Rhea at reception, providing invaluable assistance throughout the process. I highly recommend seeking out this level of support.",a week ago
Aster_Hospital_Mankhool,5.0,I’ve done my executive annual check-up here in Aster Mankhool. It’s a very good and smooth experience. Special thanks to Mr. Ridouan for the support and guidance during the check-up.,9 months ago
Aster_Hospital_Mankhool,5.0,"When we went there, they at assisted us is very well and they are too helpful and their people is all all all is too much good. Doctor also is too good nurses everyone is for the helping and they will make you relax. Also, you have to go there.",a month ago
Aster_Hospital_Mankhool,5.0,"Thanks Aster Mankhool Team,

Great hospitality from the Nursing team and the doctors. Delivery of my baby was very smooth and we were handled with care by Nurse team.
Sister Chaitin was helpful and caring.",a month ago
Aster_Hospital_Mankhool,5.0,"""I recently visited Aster Clinic and had a great experience. The treatment was good, and what impressed me the most was the friendliness of the staff. Everyone was approachable and made me feel at ease. I'd definitely recommend Aster Clinic for quality care and excellent customer",a week ago
Aster_Hospital_Mankhool,5.0,"Great experience and good care .. timing, management superb. mufaseena good working  and knowledgeable person common people can understand easily",a week ago
Aster_Hospital_Mankhool,5.0,Dr. Sejal is really helpful and all the nurses! Thank you so much for taking good care of me.,a week ago
Aster_Hospital_Mankhool,5.0,Ms rani from customer service gave a welcoming and she is excellent. She always has a smile on her face & attends patients very politely and listen and very well explains when u are first time visiting the hospital and also she was going extra mile and helping others,2 months ago
Aster_Hospital_Mankhool,5.0,Very patient friendly hospital. Dr. Balasaheb is take care of me good doctor. Also appreciate ms Cinol for helping me a lot during my visits,a month ago
Aster_Hospital_Mankhool,5.0,Everything was good all staff were kind they really assist you until you finished. Environment also was clean. Thank you 🌟🌟🌟🌟🌟🌟🌟,a month ago
Aster_Hospital_Mankhool,5.0,"Visited Dr Sukumaran Pediatrician at Aster Mankhool for my baby girl. had good service right from the counter tuntil the consultation provided by Dr Sukumaran.
Happy with the hospital service.",3 weeks ago
Aster_Hospital_Mankhool,5.0,"Good communication and adviced from
MRI  technologist  ajesh athira teena and receptionsist. Excelent experinece for my mei scan done at aster mankhool.",Edited a month ago
Aster_Hospital_Mankhool,5.0,"I want to express my sincere appreciation to the entire CCU team at Aster Mankhool for their exceptional care and professionalism. The nurses were incredibly attentive, compassionate, and patient — always ensuring comfort, timely medication, and clear communication. Their dedication and kindness made a difficult time much easier for both the patient and our family.

A special thanks as well to the Dr. Naveed for the thorough explanations, quick decisions, and reassuring guidance throughout the treatment. The level of expertise, empathy, and teamwork in the CCU is truly commendable.

I am deeply grateful for the excellent care provided — it made all the difference. Highly recommended to anyone in need of critical care with a human touch.",3 weeks ago
Aster_Hospital_Mankhool,5.0,We had an amazing visits in pediatric dept thanks to all staffs and doctors. Thank you Ms carolyn for assisting us.,a week ago
Aster_Hospital_Mankhool,5.0,Excellent customer service ms Cinol. All staffs are dedicated in their services.  Opd is well organized for patients,2 weeks ago
Mediclinic_City_Hospital,5.0,"We would like to express our deepest gratitude for the exceptional care we received during our recent hospitalization at Mediclinic City Hospital.

From the moment we arrived at the Emergency Room, we were met with professionalism, efficiency, and warmth. The receptionists were already amazing – setting the tone for what turned out to be a truly reassuring experience for our family.

Every step of the journey, from ER to the pediatric ward, was marked by kindness, attentiveness, and high-level expertise. The pediatric ward especially stood out – not only for its thoughtful design (we truly appreciated the fully enclosed elevator area for the children’s safety), but also because the rooms felt like a Legoland hotel! It made our stay less stressful and more comforting for both us and our child.

Our treating doctor was intelligent, calm, kind, and most importantly – a great listener. We felt genuinely heard and cared for. The nurses were phenomenal – so responsive and proactive that I didn’t even realize when my son called them; they were just instantly there. We would especially like to thank Nurse Daisy, Nurse Jaquelyn, Nurse Gian, and our nurse on October 14 (apologies for not catching your name!), as well as the pretty nurse whose name I unfortunately forgot – your compassion and dedication made all the difference.

A special mention also goes to the housekeeping and kitchen staff, who were incredibly attentive and generous. The food was delicious – it honestly felt more like a staycation than a hospital stay! The security personnel and front desk staff were always kind, helpful, and respectful.

We are so grateful for the care provided to our son and will wholeheartedly recommend Mediclinic City Hospital to all our family, friends, and anyone reading this.

More power to Mediclinic City Hospital – thank you for everything. - Mom of patient in Room 206 admission date 13-15 October 2025",3 weeks ago
Mediclinic_City_Hospital,5.0,"Brilliant experiences with Mediclinic across Dubai. On this occasion I was submitted into hospital for IV treatment and the doctors and nurses help to make the short stay relaxing. The facilities and room are what one would expect in a good quality Hospital.
I would have no hesitation in recommending treatment or hospital stays at Mediclinic facilities.",a month ago
Mediclinic_City_Hospital,5.0,"I can’t thank Dr. Kavita Goswami enough for the incredible care and support she gave me throughout my pregnancy and delivery. I was extremely sensitive to pain and initially planned for an elective C-section, but her calm reassurance, confidence, and compassion gave me the courage to try for a normal delivery.

She guided me every step of the way, patiently addressing all my fears and ensuring I felt safe and supported during labour. Thanks to her encouragement and expertise, I ended up having a beautiful, positive vaginal birth experience — something I never thought I could do.

I’ll always be grateful for her kindness, patience, and gentle motivation that made my delivery such a memorable and empowering journey. Truly the best gynaecologist I could have asked for! 💖

Special thanks to my midwife Linda who was extremely patient and supportive .

Thanks to Celine for all the smiles and encouragement.

It was our best decision to choose this hospital and this wonderful gynaecologist .",a week ago
Mediclinic_City_Hospital,5.0,"A truly wonderful experience at Mediclinic Maternity Department!

From the very beginning of our journey, the team at Mediclinic Maternity made us feel cared for, supported, and safe. Every single person we met went out of their way to make this special time in our lives even more memorable.

A special thank you to Dr. Kavita and Dr. Shantala for their exceptional care and constant follow-up during the most crucial stage of high-risk pregnancy. Your expertise, reassurance, and compassion gave us the strength and confidence we needed during those difficult weeks.

Heartfelt gratitude to the Emergency Labour Ward team for their incredible patience and kindness while performing CTG monitoring for over a month — your gentle reassurance and warm smiles made those visits so much easier.

To the amazing NICU team, thank you from the bottom of our hearts for taking such wonderful care of our little princess. Knowing she was in such loving and professional hands gave us immense peace of mind.

And finally, to the Postnatal team, thank you for your constant care, guidance, and encouragement after delivery. Your warmth and support made a world of difference in my recovery and transition into motherhood.

We are forever grateful for the love, dedication, and professionalism shown by everyone at Mediclinic. You truly made our maternity journey a beautiful, safe, and comforting experience. Highly recommend Mediclinic Maternity Department to all parents-to-be! 💕

Thank you all from the bottom of our hearts. 🙏 💖",4 days ago
Mediclinic_City_Hospital,5.0,"I have been seeing Dr Valentina Giaccaglia for several years and I could not be more grateful for the care she has given me. She knows me and my condition incredibly well, and from the very beginning she has always been caring, kind and deeply compassionate. Dr Giaccaglia consistently made time to listen, explain and reassure me, which brought real comfort during challenging moments.

She is exceptionally smart and truly knows her skill, yet she pairs her expertise with genuine humanity. I have always felt understood, respected and treated with complete dignity. Her sympathy, patience and professionalism made a world of difference to my experience.

It is rare to find a doctor who cares so deeply and remembers not just the condition but the person behind it. I trust her completely and recommend Dr Valentina Giaccaglia without hesitation. I am sincerely thankful for everything she has done for me over the years.",a week ago
Mediclinic_City_Hospital,5.0,"I am great full to mediclinic city hospital for providing us the best care and exceptional professional services.
Some names we cant forget:
Dr Kavitha Goswamy
Dr Shanthala vadayar
Nurses & midwives:-Akanesia,Nita,Christina,Charina,Hanan,
Maya,and other OT staff who assisted us with utmost care.

From our first consult to post-delivery follow-ups, Dr. Kavitha Goswamy was exceptional.
At the stage of pregnancy , she quickly identified Natasha’s  weight drop and gave us clear, practical steps to fix it—no drama, just evidence-based advice that worked.

She performed my wife’s  delivery with precision and calm, kept us fully informed, and checked in proactively. Thanks to her guidance, my wife’s recovery has been smooth. We’re deeply grateful for the care and confidence Dr. Kavitha brought to every stage.",Edited 4 days ago
Mediclinic_City_Hospital,5.0,"I would like to extend my heartfelt gratitude to the medical team who attended to me during my emergency visit on Sunday night, October 19, around 9:30 PM.

From the moment I arrived, I was assisted with care and patience. A Filipino female staff member attended to me with exceptional kindness and understanding. The doctor on duty, a male Arab (possibly from Sudan), displayed remarkable professionalism and patience, explaining my condition clearly and even taking the time to explain everything to my husband.

The Indian nurse who cared for me was attentive, respectful, and considerate, ensuring I was comfortable and assisting me when I needed to go to the restroom. The CT scan procedure was handled by a Filipino operator, and there were two Filipino female nurses on duty as well.

The entire team of Dr. Elrasheed Salih, Filipino nurse, and Indian nurse, worked together with dignity, dedication, and genuine compassion. Both my husband and I were deeply touched by the kindness and professionalism of everyone involved.

If possible, I would greatly appreciate it if you could help me find the other names of the team members to please, extend my gratitude to them.

Thank you once again for the exceptional care and compassion shown.",2 weeks ago
Mediclinic_City_Hospital,5.0,"I wanted to take a moment to express my deepest gratitude for the exceptional care and support you’ve provided. Your expertise and kindness have truly made a difference in my journey, and I am incredibly thankful for the dedication and professionalism you’ve shown.
Dr. Eliane younes & Dr.Ramzi , your knowledge and guidance have been invaluable, and I’m so grateful for the thoughtful way you’ve approached treatment.
And special thanks to Nurse Aiswarya Roy , your compassion and attentiveness have been a source of comfort, and I truly appreciate all the little things you do that make such a big difference.
Thank you all for going above and beyond.

With sincere appreciation",2 weeks ago
Mediclinic_City_Hospital,5.0,"I want to express my heartfelt gratitude to the entire team at the PICU in Mediclinic City. From the moment we arrived, the care, professionalism, and compassion shown by everyone made such a difficult time so much easier. The doctors were incredibly thorough and attentive, and the nurses went above and beyond to make sure our little one was comfortable, safe, and cared for around the clock.

A very special thanks to Nurse Carlos, whose kindness, patience, and dedication truly stood out. His gentle approach, reassuring words, and constant attention made all the difference for both our child and our family. We felt genuinely cared for and supported every step of the way.

Thank you to the entire PICU team for the incredible work you do every day — you are real heroes. 🌟",2 weeks ago
Mediclinic_City_Hospital,5.0,"I would like to express my sincere appreciation to Dr. Gagan Wahi, Radiology Specialist. He is very accommodating- despite having a full schedule, he still made time for my ultrasound. So kind and warm. Thank You, Lord,  bless  him with such compassion.

A heartfelt thanks as well to Nurse Jane and to our fellow kabayan - you know who you are.",3 weeks ago
Mediclinic_City_Hospital,5.0,"To: The Management of Mediclinic City Hospital
Subject: Appreciation for Dr. Shravan Tirunagari

Dear Management Team,

I would like to extend my sincere gratitude and heartfelt appreciation to Dr. Shravan Tirunagari, Pain Management Specialist at Mediclinic City Hospital, for his exceptional care and dedication throughout my treatment.

Dr. Shravan has demonstrated outstanding medical expertise, professionalism, and compassion that truly reflect the high standards of your institution. His continuous support and deep understanding of my condition have made a remarkable difference in my recovery and quality of life.

I believe Dr. Shravan Tirunagari is one of the most skilled and dedicated specialists in the country, and he truly represents the excellence and integrity that Mediclinic stands for. I kindly request that his remarkable efforts and contribution be recognized and appreciated by the hospital’s management.

Thank you to Mediclinic City Hospital for having such an exceptional doctor on your team, and for maintaining such a high level of care for your patients.

With great respect and appreciation,
Saeed Bin Hendi Al Mheiri",2 weeks ago
Mediclinic_City_Hospital,5.0,"I am so grateful to Dr. Ahmad Yacob (Orthopaedic Specialist) his exceptional team, including Mr Asad and Ms Glade, for their outstanding care and professionalism throughout my little finger surgery and recovery. From my initial consultation to post-surgery follow-up, Dr. Yacob's expertise and attention to detail gave me full confidence in the process. Ms Glade and Mr Asad provided warmth, support, and efficient coordination, making every stage comfortable and reassuring. The team’s thorough explanations, genuine empathy, and commitment to patient well-being made a stressful procedure much easier to navigate. I highly recommend Dr. Yacob and his team for anyone seeking excellent orthopaedic care.",a week ago
Mediclinic_City_Hospital,5.0,"I would like to express my deepest appreciation for Dr. Deeb Kayed, who has been my neurologist for several years. Throughout this time, he has shown exceptional professionalism, compassion, and dedication to his patients.

Dr. Kayed has always been there whenever I needed him—responding quickly, offering clear guidance, and ensuring I receive the best possible care. He takes the time to listen, explain, and support me in every step of my treatment journey. His commitment to staying up to date with the latest medical advancements gives me great confidence that I’m always receiving the most effective and modern treatment options available.

He truly cares for his patients not only medically but also emotionally, making me feel safe, understood, and well taken care of. I am sincerely grateful for his expertise, kindness, and continuous support. Without a doubt, he is one of the best neurologists I have ever met.
Mediclinc you are so lucky having such Doctor",4 weeks ago
Mediclinic_City_Hospital,5.0,"I have to thank the entire NICU team at Mediclinic City Hospital for saving my precious babies. My twin baby girls came earlier into the world and it was with the dedicated care of the NICU doctors and nurses - my babies’ guardian angels that we were able to bring them home.

The twins‘ stay at the NICU was about 5 weeks and everyday I would go there and find the nurses positive, encouraging and ever helpful. they showed us great kindness every day - from taking amazing care of our babies to talking and guiding us every step of the way. The only way I was able to leave my babies every day was because of their guardian angels - the NICU nurses and doctors taking care of them night and day. Even though hospitals are usually gloomy this NICU became my second home and the team like my family. They showed the same attention, kindness and love to my babies as they would to their own children 🥹

I wish I could name every single nurse but the entire team under Dr Abdelazeim, Dr Bharathi, Dr Ahmad, Dr Manal and the brilliant nurses - Jolanta, Baimon, Shiji, Blessie, Emee, Deepa, Sawmya, Josna, Bhavya, Mary Car, Ruby Anne, Charnie, Mary Grace, April, Ruby Anne, Katrina, Anila, Shiny, Elby, Rowena. I apologize if I may have missed anyone but huge thanks to the entire team, I owe them all my kids heathy and safe return home.

the team even celebrated the twins graduation from the NICU by arranging a graduation party for us and several photography sessions throughout our stay ☺️❤️

Words cannot truly do justice but an eternity of gratitude for the brilliant NICU team!

With love,
Parents of Alayna & Amyrah",7 months ago
Mediclinic_City_Hospital,5.0,"I had a great experience with Dr. Paolo Cellocco and his nurse. The doctor gave thorough attention to my problem, listened carefully, and explained everything clearly. The nurse was helpful and attentive, and I appreciated that they could do an X-ray on the spot — it made the whole visit efficient and convenient. A very professional and caring team. Highly recommend!",a week ago
Mediclinic_City_Hospital,5.0,"To the entire team on the 6th floor Maternity Unit (midwives, nurses, cleaners, and all staff); Thank you from the bottom of my heart for your exceptional care. Every single member of the team was professional, kind, and made my experience so much better.
A special thank you to Corazon. Your big smile, constant kindness, and professionalism made such a difference.
I am truly grateful for your wonderful service.
Additionally, to the dedicated and passionate NICU team on the 5th floor; Thank you for your tireless work. It is clear that you are passionate about your job, and we saw how that passion helps the babies become stronger every day. Your willingness to listen and be there for emotional support or physical support with our baby during day or night meant the world to me!
MCH, your maternity and NICU teams are the absolute best! You should be so proud of the incredible people you have working on the 6th and 5th floors.
Thousands of thanks again!",a week ago
Mediclinic_City_Hospital,5.0,"I would like to sincerely thank the entire team at Mediclinic City Hospital for the excellent care and service I received during my delivery.
A special thanks to Dr. Chandan Tikoo from Mediclinic Dubai Mall for her expert guidance and support throughout my pregnancy — her regular check-ups and kind approach truly put me at ease.

My delivery experience at Mediclinic City Hospital was very positive. I felt supported every step of the way by Dr. Chandan, the midwives — especially Titila — and the rest of the staff. They consistently checked on me and my baby, ensured meals and medications were given on time, and were always available to help. As a new mom, the nurses not only cared for me but also taught me what I needed to know to start this new journey with confidence.

On the day of my discharge, Litty clearly explained all medications and the next steps, which I truly appreciated. A few days later, we also visited lactation consultant Somaya Rasooli, whose advice and support were incredibly helpful for both me and my baby.

Thank you to the entire Mediclinic team for your dedication, kindness, and timely care — from pregnancy to motherhood. I’m so grateful for everything you’ve done to support me during this important time in my life.",a month ago
Mediclinic_City_Hospital,5.0,"I had a wonderful experience with Dr. Mohammed Ansary, Family Medicine Consultant Physician at Mediclinic City Hospital. Despite not having an appointment, he kindly made time to see me. As someone new to Dubai, I truly appreciated his professionalism, warmth, and understanding. Dr. Ansary, who trained in the UK, was incredibly thorough and attentive, he listened carefully, explained everything clearly, and made sure I felt completely comfortable throughout. I left very happy and confident that I’ve found a doctor I can truly trust. He’s 100% going to be my go-to doctor from now on!",2 weeks ago
Mediclinic_City_Hospital,5.0,"Hello, my name is Kemal,
and I want to deeply thank the best doctor ever Dr. Roger Gerjy for his incredible care, professionalism, and talent.
I have Crohn’s disease, and he performed a robotic colon surgery for me at Mediclinic.
The surgery was a complete successfully, I started walking on the second day, and by the sixth day, I was walking normally with no pain or complications.

Dr. Gerjy is a truly talented doctor who cares deeply for his patients. He visited me many times every day, always checking on me personally and encouraging me to recover faster. His kindness, dedication, and attention made a huge difference in my healing.

I also want to thank his amazing medical team, the nurses, and the entire Mediclinic Hospital for their outstanding care and support.

Thank you, Dr. Roger Gerjy — you are truly the best, and I will always be grateful for what you’ve done for me. <3",2 weeks ago
Mediclinic_City_Hospital,5.0,"Dr. Kavita Goswami provided exceptional care and support during one of the most difficult times of my life — my ectopic pregnancy. From the moment of diagnosis to the successful completion of the surgery, she showed incredible professionalism, empathy, and skill. Her ability to clearly explain the situation, answer all our questions with patience, and guide us through every step gave me and my family a sense of comfort and trust during a very overwhelming time.

Beyond her surgical expertise, what stood out most was her genuine compassion. Dr. Kavita went above and beyond to check on my emotional well-being, not just my physical recovery. She made sure my family felt involved and reassured throughout the process, which made a world of difference. We are truly grateful for her care, and I would wholeheartedly recommend her to anyone in need of a doctor who combines medical excellence with heartfelt support.",a month ago
Mediclinic_City_Hospital,5.0,"I couldn’t be happier with Dr. Ansary! He’s one of those rare doctors who truly listens, takes his time to understand every concern, and explains everything with care and clarity. His calm energy and genuine compassion make every visit feel comfortable and reassuring. I always leave feeling well taken care of and confident in the treatment plan.

It’s clear that Dr. Ansary is dedicated to his patients’ wellbeing — not just physically, but emotionally too. I’m so grateful to have found such a knowledgeable, kind, and trustworthy general doctor. Highly recommend him to anyone looking for exceptional medical care!",3 weeks ago
Mediclinic_City_Hospital,5.0,"Dr. Sangeetha has been an amazing support throughout our 9 months of pregnancy. She’s warm, encouraging, and always takes the time to explain everything clearly. She truly felt like family to us, and with her expert guidance, our baby girl arrived perfectly healthy. My wife had a very smooth delivery.
Couldn’t have asked for a better doctor! ❤️",2 weeks ago
Mediclinic_City_Hospital,5.0,"Our first child was welcomed at City Hospital by Dr. Kavita Goswami. As mentioned on her bio on the hospital site , she is easy going , kind hearted and warm in nature . Our experience  was truly awesome , right from detection of pregnancy with her. She made sure that all our concerns and all your queries gets addressed effectively during this  journey of nine months . We are thankful to her for bringing our beautiful child safely in this world by using her skills , experience and her intelligence .

In addition , other doctors who carried out fetal scans , or anesthetists or whom we could able to see only after delivery (pediatrics, lactation consultant etc.) were also generous and supportive . Mid wives, nurses and administrative staff played important role during role and they had carried out their tasks smoothly and efficiently .

In short , words and adjectives are running short to describe about this wonderful experience . We don’t even have to remind or follow up with any of the staff in the hospital during pregnancy . Each and every tasks was very well planned and organized by the hospital staff and administration.

As promised to Dr.Kavita, we will definitely plan our next pregnancy under your medical supervision only .

Thanks Dr.Kavita, Louis and Mediclinic City Hospital for this beautiful experience.",5 months ago
Mediclinic_City_Hospital,5.0,"I had a V-NOTES surgery at Mediclinic City Hospital for adenomyosis and fibroids, and I couldn’t have asked for a better experience. Dr. Kavita Goswami was absolutely outstanding, knowledgeable, skilled, and genuinely compassionate.

Before the surgery, I was anxious and unsure about what to expect, especially after years of dealing with painful symptoms. From the first consultation, Dr. Kavita took time to explain everything clearly and helped me understand that V-NOTES would allow for a minimally invasive, scar-free surgery while conserving my ovaries. The surgery went beautifully, and my recovery was incredibly smooth — I was up and walking within a day and felt like myself again far sooner than expected.

What impressed me most was not only her surgical expertise but also the compassion and reassurance throughout the process. The whole Mediclinic City Hospital team — from the nurses to the anesthetist — were kind, professional, and attentive.

I am so grateful to Dr. Kavita Goswami and the team for giving me such an excellent outcome and a positive experience. I would highly recommend Dr. Kavita to anyone considering V-NOTES or any gynaecological surgery or treatments.",3 weeks ago
Mediclinic_City_Hospital,5.0,"I had a wonderful experience with Dr. Jennifer George at Mediclinic City Hospital, Dubai. My daughter was born with low birth weight, and Dr. Jennifer was incredibly kind, calm, and reassuring. She took her time to explain everything clearly, checked my baby so gently, and gave me the confidence and guidance I needed to help her gain weight.

My other daughter was also born preterm, and that journey was very difficult. I didn’t receive the proper care or support back then, and her weight gain was a real struggle. It’s all in God’s hands, but I truly wish I had found Dr. Jennifer earlier. She made such a big difference this time not just medically, but emotionally as well.

She also looks after all my kids now, and every time she’s patient, sweet, and very thorough. After some disappointing experiences with other pediatric and NICU doctors, meeting her has been such a blessing. She’s truly excellent at what she does and genuinely cares for both the baby and the mother. Highly, highly recommend her to any parent, especially those with premature or low birth weight babies.",2 weeks ago
Mediclinic_City_Hospital,5.0,"Heartfelt Thanks to Mediclinic City Hospital (PICU)

My 4-year-old son Abhijay was admitted to the PICU 4 at Mediclinic City Hospital from October 18th to 23rd, 2025. Those days were some of the hardest moments of our lives — seeing our little boy unwell and feeling helpless as parents was truly painful.

But in those difficult days, we found comfort and hope in the hands of the amazing doctors and nurses at Mediclinic. Especially the duty nurses — they are nothing short of angels sent by God. The way they cared for my son, the gentle words, the patience, and the way they handled everything with so much love and professionalism — it truly touched our hearts.

They treated our child not just as a patient, but with the same care and affection as if he were their own. Every smile, every comforting word, every sleepless night they spent caring for him meant the world to us.

From the bottom of our hearts, we want to say thank you to each and every one of you. Your kindness, dedication, and compassion will always be remembered.",2 weeks ago
Mediclinic_City_Hospital,5.0,"I have been a patient of Dr. Valentina Giaccaglia over several years for a chronic issue, which eventually needed to be fixed through surgery.
I highly recommend Dr Valentina as she is a very professional and knowledgeable doctor. At the same time, she is caring and empathetic, always patient and attentive to my concerns.
At each appointment Dr. Valentina took ample time to listen to my issue and to thoroughly check. She started with a conservative approach for the issue, and proceeded with recommending minimally invasive surgery since the issue was reoccurring.
Surgery went great, as well as the recovery after. Dr. Valentina was very reassuring, before and after, which removed a lot of the anxiety that would usually come with having to go through a surgery. She was available to attend to any concern post surgery via messages to which she replied swiftly.
It was great to be treated by Dr. Valentina as she is a great doctor and a great human, above all.",a month ago
Mediclinic_City_Hospital,4.0,"We had a very positive experience with medical care and the labor and delivery ward for the birth of our child. The midwife in particular was kind, patient, and made us feel taken care of, more than just another patient or task in her day. The new delivery rooms were nice and we felt like we had all options needed for a good birth experience.

Overall the hospital bureaucracy and layout can still be confusing, but we were very happy with the midwives and delivery experience.",5 days ago
Mediclinic_City_Hospital,5.0,"The ER team is beyond what words can relay!

First, the legendary Dr. Anzal Rehman…

Thank you from the bottom of my heart for your amazing, culturally-sensitive, humble, knowledgeable, and well-planned approach to my mother’s case.

As a physician, I can see any thought processes taking place in a healthcare giver’s mind when counseling the patient and their family, and Dr. Anzal Rehman is definitely top-tier!

Although both my mother and I are physicians (and haven’t disclosed it till the end of initial counseling session), he avoided medical jargons and followed every exact (100% Mark) communication skill and clinical approach guideline.

I cannot recommend him enough!
He will definitely be reaching high hills in his field and is also an optimal candidate for teaching medical students, interns, residents, and other physicians how to truly approach a patient!

And don’t get me started on the Triage’s RN Anna Sheryan and the ER’s RN Ana Badajos! They were both extremely empathetic, kind, gentle, and efficient!

They wasted no time in recognizing my mother’s category, transporting her to the room, positioning her, starting her primary survey, putting her on oxygen, and have worked in harmony like merciful bees in a hive!

I’m writing this on the spot, as I am truly impressed by the team!

If you need to seek medical care, look no further than Mediclinic City Hospital in Dubai Healthcare City! The whole team is amazing, and if you happen to encounter the heroes in my tale, well then, you just got a double-win!",2 months ago
Mediclinic_City_Hospital,5.0,"The staff at Mediclinic are truly accommodating and welcoming. I recently had my birth experience at MCH, and everything went smoothly—from doctor check-ups to delivery. Special thanks to the wonderful team who took care of me during my C-section, especially my OB, Dr. Kavita, for ensuring a safe and smooth delivery.

I’m also deeply grateful to the NICU team for looking after my baby during the two days of observation, as well as the Postnatal Ward team—from the attentive nurses to the room service staff—for their exceptional care. Despite ongoing renovations in some areas, it never affected patient comfort, which speaks volumes about their dedication. Kudos to everyone for making this journey such a positive experience!",a month ago
Mediclinic_City_Hospital,5.0,"I had a shoulder surgery here last week and the whole experience was excellent. From the smooth admission process to the comfortable and clean room, everything was handled with great care. The doctors and nurses were attentive, professional, and genuinely supportive throughout my stay. Even the meals and overall hygiene of the private room exceeded my expectations. Recovery went well, and I felt truly well looked after during the overnight stay. A special thank you to my surgeon, Dr. Ahmed Yacoub, for his exceptional care and skill.",a month ago
Mediclinic_City_Hospital,5.0,"I have been going to Mediclinic City Hospital. for my follow up check-ups. As a history I had to undergo a brain procedure where they had to insert a flow diverter stent in my right carotid artery. This will avoid  the artery from rupturing thus preventing stroke. Dr. Kassem El Shunnar is the best in his field. He was able to give me a very clear explanation about the status of my stent and its progress. He is very caring and intentional to his patients. I would also thank his nurse Ms. Lerma for also assisting my needs and even calling me to update on my requests. They also have the best Neuroradiologist Dr. Rosario Papa. He handled my case with utmost professionalism and genuine care. Very skilled in his chosen craft.

And of course how could II forget my Nephrologist Dr. Imane Guermah. From the time I met her and took my case we felt her genuine care and love. She is very intentional checking on me by whatsapp messaging my wife. Checking my BP, food intake and even my sleep. She already made a plan on how to take care of my kidneys. And did I mention that it was through her initiative to get my brain MRI  that the aneurysm in my brain was found out and was treated. That shows her tremendous knowledge about her chosen field. She gave us inspiration to even train my eldest daughter to be a Nephro like her.

Everyday I thank God for these people who are taking good care of me. Grateful to have met them and very happy with the care they are giving me. God bless you all.

No photos due to confidentiality. 😊",3 months ago
Mediclinic_City_Hospital,5.0,"I truly appreciate the incredible care and dedication shown throughout my daughter’s surgery. From the moment we arrived, the team welcomed her with smiles and positivity, helping her walk into the operating room feeling calm and reassured. Even after the procedure, the staff remained attentive and supportive, always available for any treatment she needed.

A special thank you to Dr. Yasser Abdul Razzak for his continuous follow-up and unwavering support. His presence and availability at every stage meant a great deal to our family.",a month ago
Mediclinic_City_Hospital,5.0,"I have to thank the entire NICU team at Mediclinic City Hospital for saving my precious babies. My twin baby girls came earlier into the world and it was with the dedicated care of the NICU doctors and nurses - my babies’ guardian angels that we were able to bring them home.

The twins‘ stay at the NICU was about 5 weeks and everyday I would go there and find the nurses positive, encouraging and ever helpful. they showed us great kindness every day - from taking amazing care of our babies to talking and guiding us every step of the way. The only way I was able to leave my babies every day was because of their guardian angels - the NICU nurses and doctors taking care of them night and day. Even though hospitals are usually gloomy this NICU became my second home and the team like my family. They showed the same attention, kindness and love to my babies as they would to their own children 🥹

I wish I could name every single nurse but the entire team under Dr Abdelazeim, Dr Bharathi, Dr Ahmad, Dr Manal and the brilliant nurses - Jolanta, Baimon, Shiji, Blessie, Emee, Deepa, Sawmya, Josna, Bhavya, Mary Car, Ruby Anne, Charnie, Mary Grace, April, Ruby Anne, Katrina, Anila, Shiny, Elby, Rowena. I apologize if I may have missed anyone but huge thanks to the entire team, I owe them all my kids heathy and safe return home.

the team even celebrated the twins graduation from the NICU by arranging a graduation party for us and several photography sessions throughout our stay ☺️❤️

Words cannot truly do justice but an eternity of gratitude for the brilliant NICU team!

With love,
Parents of Alayna & Amyrah",7 months ago
Mediclinic_City_Hospital,5.0,"Dr Sangeeta at Mediclinic city hospital is not only highly qualified but also very passionate about her job. It shows through her work, she deeply cares for her patients and in a very calm and confident manner handles any situation which is very important if you have been told you have a high risk pregnancy. The way she delivers the fetal scan reports without causing panic or fear is very important to stay positive throughout your pregnancy. She makes sure to double check every detail. She is also very up to date with the latest research.The whole experience of C-section was pain free and recovery was very smooth and post surgery she regularly checked in to ensure the baby and I were doing fine and there was no concern with the baby or discomfort for me. Overall she played a pivotal role throughout my pregnancy journey as well as postpartum",a month ago
